Alfalfa,Corn-notill,Corn-mintill,Corn,Grass-pasture,Grass-trees,Grass-pasture-mowed,Hay-windrowed,Oats,Soybean-notill,Soybean-mintill,Soybean-clean,Wheat,Woods,Buildings-Grass-Trees-Drives,Background
54.76,8569.94,150.59,17660.10,18194.01,14566.16,9049.09,15278.04,8569.94,150275.13,0.00,15606.60,6612.27,3751.06,10801.41,8693.15
