,Alfalfa,Corn-notill,Corn-mintill,Corn,Grass-pasture,Grass-trees,Grass-pasture-mowed,Hay-windrowed,Oats,Soybean-notill,Soybean-mintill,Soybean-clean,Wheat,Woods,Buildings-Grass-Trees-Drives,Background
0,54.76,8569.94,150.59,17660.1,18194.01,14566.16,9049.09,15278.04,8569.94,150275.13,0.0,15606.6,6612.27,3751.06,10801.41,8693.15
